arm,replicate,sample_id,outcome,refusal,parse_failure,declined_insufficient_info,decomposition_fallback,num_subquestions
single,1,0ab55714-9ed1-4e4d-924a-0b297d5260d2,I,False,False,False,False,0
single,1,0ccec700-53b1-4b2c-86de-d5930f63baef,I,False,False,False,False,0
single,1,0d18e3c2-1d07-4cd1-9be4-ff6429340885,C,False,False,False,False,0
single,1,0fd4d23c-a7e8-44b7-96ff-bafbf8fbecde,I,False,False,False,False,0
single,1,11d73398-7b2b-4720-bf75-9f63af095c80,N,True,False,True,False,0
single,1,11d7d19c-cb15-4ced-968f-8a270ce38477,C,False,False,False,False,0
single,1,16fc3385-4cbd-455b-ba84-1648ee011204,I,False,False,False,False,0
single,1,17eae5ea-5267-45d5-ae3a-a631b8328d38,C,False,False,False,False,0
single,1,1b396062-84a4-4061-970c-800c5506c34f,C,False,False,False,False,0
single,1,243057d2-d614-4ce6-8ffe-006f85a307a9,C,False,False,False,False,0
single,1,250c9945-376f-4745-b481-c09aa358f5e5,C,False,False,False,False,0
single,1,275341e6-a13d-49b5-923e-fc45b78ce09a,I,False,False,False,False,0
single,1,2fd6e57a-3da6-4952-8d36-da12414b4882,I,False,False,False,False,0
single,1,307207d1-c5bc-453a-ba50-d518ab3f3aa5,C,False,False,False,False,0
single,1,347e9fa7-8793-4cc5-a383-37b6c39b7bd8,I,False,False,False,False,0
single,1,36cae278-14d8-4402-b0cd-a1883e9c7828,N,True,False,True,False,0
single,1,382c0dd9-716f-485b-89e5-3a4084f1bd98,C,False,False,False,False,0
single,1,389b4ed8-3a58-401d-9532-b0215b8148b9,C,False,False,False,False,0
single,1,3b5bd87a-a3f5-4082-a5b0-20e0806fdfe7,I,False,False,False,False,0
single,1,3c62b0cb-f6cf-480a-8a37-d54c90d5c287,I,False,False,False,False,0
single,1,3ef6a652-1086-4b06-b10b-758edfe4a697,C,False,False,False,False,0
single,1,3fce3c93-46a9-4215-ad2e-93417e8a03b9,C,False,False,False,False,0
single,1,44b66cdb-bfc4-44db-a5c2-94d32d878123,C,False,False,False,False,0
single,1,466e16dc-c217-4705-86d0-b18e4cb66f2a,C,False,False,False,False,0
single,1,467eef48-3aab-4195-aa79-0838f35da84f,I,False,False,False,False,0
single,1,4f8da757-bd4f-4412-8a57-cc52445d4e68,C,False,False,False,False,0
single,1,4fb3c795-2181-4f3b-a231-c84d1ec7ebf2,C,False,False,False,False,0
single,1,51b68661-5ee1-4089-9b98-65327180a4cf,C,False,False,False,False,0
single,1,520f4620-e45c-43c2-b1c3-fef978d32320,I,False,False,False,False,0
single,1,53524e6c-72b6-420d-b9fb-5302ef310786,I,False,False,False,False,0
single,1,53b5b115-0c63-446e-b671-b6017f518cef,C,False,False,False,False,0
single,1,553e7a6c-8b20-42cb-a174-39da05d9458a,I,False,False,False,False,0
single,1,5d454370-08eb-4061-a870-d96c5ab2fad9,N,True,False,True,False,0
single,1,5e17c256-a2c1-48b8-8a30-bda9dba998bc,I,False,False,False,False,0
single,1,644d2672-9f73-418e-9e7d-999eea8354fd,I,False,False,False,False,0
single,1,670f19cf-017f-47a0-8c39-16704458624b,C,False,False,False,False,0
single,1,67a36ceb-b76a-47a2-bc41-a85a7b45bf9e,I,False,False,False,False,0
single,1,6824f8de-a5f2-41d7-b6b1-61b14d56d8f0,C,False,False,False,False,0
single,1,6928664e-070a-45a8-9a14-074dac6941e7,I,False,False,False,False,0
single,1,6aea1174-9036-4c65-8726-f26414b04489,I,False,False,False,False,0
single,1,6bc0df89-5aae-47b4-9d2e-2ebc5fa08e96,C,False,False,False,False,0
single,1,6d2e1370-8c82-4142-9bcc-6675e730aa46,I,False,False,False,False,0
single,1,6de81829-08c5-4466-acb3-36b72451f1ee,I,False,False,False,False,0
single,1,71a8dc4b-f324-4840-9432-5f02d54c0f4c,C,False,False,False,False,0
single,1,74bb5141-e2ec-440f-a1d5-ff5a6478ae78,C,False,False,False,False,0
single,1,74ff0dcc-2f9c-4243-866c-7a2375e6f0a2,I,False,False,False,False,0
single,1,79240360-9a1e-4999-88c0-e60cc6176075,I,False,False,False,False,0
single,1,79a335fd-578f-4c3c-a8e7-5b6c07458b18,C,False,False,False,False,0
single,1,7ad6f06c-1e25-452e-a5d1-58258ff2ed18,I,False,False,False,False,0
single,1,7e6c4405-41d0-4e63-a146-891db7215c34,I,False,False,False,False,0
single,1,8014d58c-9bed-46d6-8550-6da17740bb66,I,False,False,False,False,0
single,1,810de65a-5568-41e5-b98c-9a2b03da0e56,C,False,False,False,False,0
single,1,819abfdb-fcf6-4678-847f-bd1c6f2699e1,I,False,False,False,False,0
single,1,81eb406f-6bf5-419c-a90e-53581a5d7cf2,I,False,False,False,False,0
single,1,827274af-579b-4032-8c69-4b600031fc64,I,False,False,False,False,0
single,1,82e210e8-ac32-41fa-a9fa-0bc563903a86,C,False,False,False,False,0
single,1,87c6a82d-6c84-4bb7-a7bc-ee56949f5853,C,False,False,False,False,0
single,1,8920c7b7-710f-44f0-8cd1-d360bba41db4,C,False,False,False,False,0
single,1,96f5969a-931e-4b6c-9d4c-ec01db548500,I,False,False,False,False,0
single,1,9ff90cc6-2eb8-45b8-bf55-c8804d723e26,C,False,False,False,False,0
single,1,a28d2081-f953-45cb-992f-8d0e394e60ab,C,False,False,False,False,0
single,1,a516333c-21b1-47cf-851f-4c1f34f83aaf,C,False,False,False,False,0
single,1,a548710c-944e-4a46-882c-fbd3a6391120,C,False,False,False,False,0
single,1,a55b740f-8ead-4d88-ab62-b4408ebc489a,I,False,False,False,False,0
single,1,a6231697-bb0c-41bc-b3bf-c7e237d7d423,C,False,False,False,False,0
single,1,a8a75ed9-e081-4e68-bb80-34983699d26d,C,False,False,False,False,0
single,1,a9c6aaa4-ce50-4225-9073-b88a7e671bfd,C,False,False,False,False,0
single,1,aae5af8b-f27d-4646-9248-a98354fc9a65,I,False,False,False,False,0
single,1,abfb2fec-5218-4c94-b90d-f4ec35b5a12c,I,False,False,False,False,0
single,1,ac7d4931-90f0-431a-a722-bbbf13939472,C,False,False,False,False,0
single,1,ad177c40-b7b1-4943-a5b8-abcdaac291cb,C,False,False,False,False,0
single,1,aed5fff6-10fa-4e2d-b444-edcaec74a644,I,False,False,False,False,0
single,1,b0e9ab4b-e911-440f-a788-62986194c1c3,C,False,False,False,False,0
single,1,b39e9e55-33c6-4e9a-8ef8-33c973dc6bc7,I,False,False,False,False,0
single,1,b3f6c09c-7d37-4a73-8b7c-e609c69a6a48,I,False,False,False,False,0
single,1,bb98fa12-c13b-4058-876b-7eee6f85d4d0,C,False,False,False,False,0
single,1,bc0ee7e7-45c7-49bd-a779-bcd9b3b5a8ac,C,False,False,False,False,0
single,1,be697753-fe7c-4ed5-ad28-4853e435d21e,I,False,False,False,False,0
single,1,bee8b322-2843-4be7-9adc-9e9dbf4c47a4,C,False,False,False,False,0
single,1,c3c04a88-e7fc-455a-9660-1e0f3d742fc9,I,False,False,False,False,0
single,1,c8341c3c-9e94-4567-9a26-186ad6fe1384,C,False,False,False,False,0
single,1,cad5e744-2600-4674-a8ad-8a02897c6fd4,I,False,False,False,False,0
single,1,cc814af4-6021-4031-867a-2d695aa8911f,C,False,False,False,False,0
single,1,ccd5b220-a9d2-4953-b984-888b61f8325e,I,False,False,False,False,0
single,1,d43744b1-c8f7-4421-a3e9-b95c5a639e8e,I,False,False,False,False,0
single,1,d5764058-86d0-4f2e-a076-02e14a18d663,C,False,False,False,False,0
single,1,d7c7547e-2a8b-4da5-8c79-9bc24f8ca018,C,False,False,False,False,0
single,1,d9c7b154-997d-4a9c-bfe2-24aadacbc67e,C,False,False,False,False,0
single,1,dd06a1ee-2492-4878-884a-e73282cd755f,C,False,False,False,False,0
single,1,e20cb085-937b-473c-9da2-2e59347b46a2,I,False,False,False,False,0
single,1,e34e0c36-caee-4336-8f23-6331973c7017,C,False,False,False,False,0
single,1,e39429e0-e540-4589-a5b9-389aabcd1b13,I,False,False,False,False,0
single,1,e39ca05b-5554-4287-a2f7-f9737df86931,C,False,False,False,False,0
single,1,e8afd1c6-2dea-43fd-9168-fd4ef1d18fbf,I,False,False,False,False,0
single,1,ea524341-5ac2-46a7-82a6-e857c5e411fa,C,False,False,False,False,0
single,1,ec3559bd-abdc-49d5-8205-7327449c6013,I,False,False,False,False,0
single,1,ec4a3241-3f52-4008-a6bd-cd668878bfb4,C,False,False,False,False,0
single,1,ec8dfbd9-fbee-4ea8-aa0c-d14112eb36d5,C,False,False,False,False,0
single,1,eebdad6c-9209-40bd-88a2-23ceb6e9db66,C,False,False,False,False,0
single,1,efbaa096-4b77-4de2-87ad-d308ff63ede1,I,False,False,False,False,0
single,1,f042d525-ec83-4e69-8246-c4cd5a7bbfcc,I,False,False,False,False,0
single,1,fb17bb32-be07-483a-b844-7190b334bc85,I,False,False,False,False,0
single,1,fca46ec7-f3b9-488d-82c6-4a9bc2fd9bc4,C,False,False,False,False,0
single,2,00d0b4ad-d248-4e5b-a254-ecb8ec952b0c,C,False,False,False,False,0
single,2,06e16611-4e8e-4866-81d6-4f23536a8b00,I,False,False,False,False,0
single,2,073e1ca9-1ba8-4380-82bb-05e2203f5496,C,False,False,False,False,0
single,2,087157ee-e683-4a01-a4a1-9be49bf421ea,I,False,False,False,False,0
single,2,0ab2f959-298f-4ac3-81a2-d36d36263d92,C,False,False,False,False,0
single,2,0ab55714-9ed1-4e4d-924a-0b297d5260d2,I,False,False,False,False,0
single,2,0ccec700-53b1-4b2c-86de-d5930f63baef,I,False,False,False,False,0
single,2,0d18e3c2-1d07-4cd1-9be4-ff6429340885,I,False,False,False,False,0
single,2,0fd4d23c-a7e8-44b7-96ff-bafbf8fbecde,I,False,False,False,False,0
single,2,11d73398-7b2b-4720-bf75-9f63af095c80,I,False,False,False,False,0
single,2,11d7d19c-cb15-4ced-968f-8a270ce38477,C,False,False,False,False,0
single,2,16fc3385-4cbd-455b-ba84-1648ee011204,I,False,False,False,False,0
single,2,17eae5ea-5267-45d5-ae3a-a631b8328d38,C,False,False,False,False,0
single,2,1b396062-84a4-4061-970c-800c5506c34f,C,False,False,False,False,0
single,2,243057d2-d614-4ce6-8ffe-006f85a307a9,C,False,False,False,False,0
single,2,250c9945-376f-4745-b481-c09aa358f5e5,C,False,False,False,False,0
single,2,275341e6-a13d-49b5-923e-fc45b78ce09a,I,False,False,False,False,0
single,2,2fd6e57a-3da6-4952-8d36-da12414b4882,I,False,False,False,False,0
single,2,307207d1-c5bc-453a-ba50-d518ab3f3aa5,C,False,False,False,False,0
single,2,347e9fa7-8793-4cc5-a383-37b6c39b7bd8,C,False,False,False,False,0
single,2,36cae278-14d8-4402-b0cd-a1883e9c7828,N,True,False,True,False,0
single,2,382c0dd9-716f-485b-89e5-3a4084f1bd98,C,False,False,False,False,0
single,2,389b4ed8-3a58-401d-9532-b0215b8148b9,C,False,False,False,False,0
single,2,3b5bd87a-a3f5-4082-a5b0-20e0806fdfe7,I,False,False,False,False,0
single,2,3c62b0cb-f6cf-480a-8a37-d54c90d5c287,C,False,False,False,False,0
single,2,3ef6a652-1086-4b06-b10b-758edfe4a697,C,False,False,False,False,0
single,2,3fce3c93-46a9-4215-ad2e-93417e8a03b9,C,False,False,False,False,0
single,2,44b66cdb-bfc4-44db-a5c2-94d32d878123,C,False,False,False,False,0
single,2,466e16dc-c217-4705-86d0-b18e4cb66f2a,I,False,False,False,False,0
single,2,467eef48-3aab-4195-aa79-0838f35da84f,I,False,False,False,False,0
single,2,4f8da757-bd4f-4412-8a57-cc52445d4e68,I,False,False,False,False,0
single,2,4fb3c795-2181-4f3b-a231-c84d1ec7ebf2,C,False,False,False,False,0
single,2,51b68661-5ee1-4089-9b98-65327180a4cf,C,False,False,False,False,0
single,2,520f4620-e45c-43c2-b1c3-fef978d32320,I,False,False,False,False,0
single,2,53524e6c-72b6-420d-b9fb-5302ef310786,I,False,False,False,False,0
single,2,53b5b115-0c63-446e-b671-b6017f518cef,C,False,False,False,False,0
single,2,553e7a6c-8b20-42cb-a174-39da05d9458a,I,False,False,False,False,0
single,2,5d454370-08eb-4061-a870-d96c5ab2fad9,C,False,False,False,False,0
single,2,5e17c256-a2c1-48b8-8a30-bda9dba998bc,I,False,False,False,False,0
single,2,644d2672-9f73-418e-9e7d-999eea8354fd,I,False,False,False,False,0
single,2,670f19cf-017f-47a0-8c39-16704458624b,C,False,False,False,False,0
single,2,67a36ceb-b76a-47a2-bc41-a85a7b45bf9e,I,False,False,False,False,0
single,2,6824f8de-a5f2-41d7-b6b1-61b14d56d8f0,C,False,False,False,False,0
single,2,6928664e-070a-45a8-9a14-074dac6941e7,I,False,False,False,False,0
single,2,6aea1174-9036-4c65-8726-f26414b04489,I,False,False,False,False,0
single,2,6bc0df89-5aae-47b4-9d2e-2ebc5fa08e96,C,False,False,False,False,0
single,2,6d2e1370-8c82-4142-9bcc-6675e730aa46,C,False,False,False,False,0
single,2,6de81829-08c5-4466-acb3-36b72451f1ee,I,False,False,False,False,0
single,2,71a8dc4b-f324-4840-9432-5f02d54c0f4c,C,False,False,False,False,0
single,2,74bb5141-e2ec-440f-a1d5-ff5a6478ae78,C,False,False,False,False,0
single,2,74ff0dcc-2f9c-4243-866c-7a2375e6f0a2,I,False,False,False,False,0
single,2,79240360-9a1e-4999-88c0-e60cc6176075,I,False,False,False,False,0
single,2,79a335fd-578f-4c3c-a8e7-5b6c07458b18,C,False,False,False,False,0
single,2,7ad6f06c-1e25-452e-a5d1-58258ff2ed18,C,False,False,False,False,0
single,2,7e6c4405-41d0-4e63-a146-891db7215c34,C,False,False,False,False,0
single,2,8014d58c-9bed-46d6-8550-6da17740bb66,C,False,False,False,False,0
single,2,810de65a-5568-41e5-b98c-9a2b03da0e56,C,False,False,False,False,0
single,2,819abfdb-fcf6-4678-847f-bd1c6f2699e1,I,False,False,False,False,0
single,2,81eb406f-6bf5-419c-a90e-53581a5d7cf2,C,False,False,False,False,0
single,2,827274af-579b-4032-8c69-4b600031fc64,I,False,False,False,False,0
single,2,82e210e8-ac32-41fa-a9fa-0bc563903a86,C,False,False,False,False,0
single,2,87c6a82d-6c84-4bb7-a7bc-ee56949f5853,C,False,False,False,False,0
single,2,8920c7b7-710f-44f0-8cd1-d360bba41db4,C,False,False,False,False,0
single,2,96f5969a-931e-4b6c-9d4c-ec01db548500,N,True,False,True,False,0
single,2,9ff90cc6-2eb8-45b8-bf55-c8804d723e26,C,False,False,False,False,0
single,2,a28d2081-f953-45cb-992f-8d0e394e60ab,C,False,False,False,False,0
single,2,a516333c-21b1-47cf-851f-4c1f34f83aaf,I,False,False,False,False,0
single,2,a548710c-944e-4a46-882c-fbd3a6391120,C,False,False,False,False,0
single,2,a55b740f-8ead-4d88-ab62-b4408ebc489a,I,False,False,False,False,0
single,2,a6231697-bb0c-41bc-b3bf-c7e237d7d423,C,False,False,False,False,0
single,2,a8a75ed9-e081-4e68-bb80-34983699d26d,C,False,False,False,False,0
single,2,a9c6aaa4-ce50-4225-9073-b88a7e671bfd,C,False,False,False,False,0
single,2,aae5af8b-f27d-4646-9248-a98354fc9a65,C,False,False,False,False,0
single,2,abfb2fec-5218-4c94-b90d-f4ec35b5a12c,I,False,False,False,False,0
single,2,ac7d4931-90f0-431a-a722-bbbf13939472,C,False,False,False,False,0
single,2,ad177c40-b7b1-4943-a5b8-abcdaac291cb,C,False,False,False,False,0
single,2,aed5fff6-10fa-4e2d-b444-edcaec74a644,I,False,False,False,False,0
single,2,b0e9ab4b-e911-440f-a788-62986194c1c3,C,False,False,False,False,0
single,2,b39e9e55-33c6-4e9a-8ef8-33c973dc6bc7,C,False,False,False,False,0
single,2,b3f6c09c-7d37-4a73-8b7c-e609c69a6a48,I,False,False,False,False,0
single,2,bb98fa12-c13b-4058-876b-7eee6f85d4d0,I,False,False,False,False,0
single,2,bc0ee7e7-45c7-49bd-a779-bcd9b3b5a8ac,C,False,False,False,False,0
single,2,be697753-fe7c-4ed5-ad28-4853e435d21e,I,False,False,False,False,0
single,2,bee8b322-2843-4be7-9adc-9e9dbf4c47a4,C,False,False,False,False,0
single,2,c3c04a88-e7fc-455a-9660-1e0f3d742fc9,C,False,False,False,False,0
single,2,c8341c3c-9e94-4567-9a26-186ad6fe1384,C,False,False,False,False,0
single,2,cad5e744-2600-4674-a8ad-8a02897c6fd4,I,False,False,False,False,0
single,2,cc814af4-6021-4031-867a-2d695aa8911f,C,False,False,False,False,0
single,2,ccd5b220-a9d2-4953-b984-888b61f8325e,I,False,False,False,False,0
single,2,d43744b1-c8f7-4421-a3e9-b95c5a639e8e,C,False,False,False,False,0
single,2,d5764058-86d0-4f2e-a076-02e14a18d663,I,False,False,False,False,0
single,2,d7c7547e-2a8b-4da5-8c79-9bc24f8ca018,C,False,False,False,False,0
single,2,d9c7b154-997d-4a9c-bfe2-24aadacbc67e,C,False,False,False,False,0
single,2,dd06a1ee-2492-4878-884a-e73282cd755f,C,False,False,False,False,0
single,2,e20cb085-937b-473c-9da2-2e59347b46a2,I,False,False,False,False,0
single,2,e34e0c36-caee-4336-8f23-6331973c7017,I,False,False,False,False,0
single,2,e39429e0-e540-4589-a5b9-389aabcd1b13,I,False,False,False,False,0
single,2,e39ca05b-5554-4287-a2f7-f9737df86931,C,False,False,False,False,0
single,2,e8afd1c6-2dea-43fd-9168-fd4ef1d18fbf,I,False,False,False,False,0
single,2,ea524341-5ac2-46a7-82a6-e857c5e411fa,I,False,False,False,False,0
single,2,ec3559bd-abdc-49d5-8205-7327449c6013,I,False,False,False,False,0
single,2,ec4a3241-3f52-4008-a6bd-cd668878bfb4,C,False,False,False,False,0
single,2,ec8dfbd9-fbee-4ea8-aa0c-d14112eb36d5,C,False,False,False,False,0
single,2,eebdad6c-9209-40bd-88a2-23ceb6e9db66,C,False,False,False,False,0
